2022-01-18|48.406|14.176|7.3|3.08|Austria
2022-01-15|48.412|14.079|3.0|2.76|Austria
2021-12-25|47.403|6.804|5.0|3.54|France
2021-12-24|47.408|6.894|10.9|4.03|France
2021-09-13|48.350|9.039|3.7|3.39|Germany
